College,Department,CourseNumber,Title,Credits,Type,Description,AverageRating
MET,AN,102,"Human Biology, Behavior, and Evolution",4,IN_PERSON,"Biology relevant to the behavioral sciences. Introduces basic principles of evolutionary biology, animal social behavior, primate adaptions, human origins, genetic/hormonal/neural bases of behavior, and issues of human socioecology and adaptions. Discussions highlight nature-vs-nurture issues.",0
MET,AR,550,Raising Funds and Grant Writing for Nonprofit Organizations,4,IN_PERSON,"An examination of ways to raise funds from government, foundation, corporate, and individual sources. The following topics will be addressed through lectures and case analysis: the history of philanthropy, the planning and research process, proposal and grant preparation, program evaluation, and the role of the board and staff in developing effective fundraising strategies.",0
MET,AR,550,Raising Funds and Grant Writing for Nonprofit Organizations,4,ONLINE,"An examination of ways to raise funds from government, foundation, corporate, and individual sources. The following topics will be addressed through lectures and case analysis: the history of philanthropy, the planning and research process, proposal and grant preparation, program evaluation, and the role of the board and staff in developing effective fundraising strategies.",0
MET,AR,690,The Art World,4,IN_PERSON,"An examination of the arts institutions, issues, and forces that shape the contemporary art world. Surveys the institutions and actors that comprise the ecology of the art world, and examines significant recent trends within a model of four interrelated spheres: 1) Individuals; 2) Government; 3) the Nonprofit Sector; and 4) the Private Sector. Explores how stakeholders connect and interact with each other while engaging with significant institutions and the public to affect the cultural history of our time. This is the gateway course in the Arts Administration Program, and is usually taken in the first semester. Non-Arts Administration students contact the Arts Administration Program, 1010 Commonwealth Ave.",0
MET,AR,711,Capital Campaigns,4,IN_PERSON,"This course is designed to broaden the student's understanding of capital campaign fundraising. Topics include: feasibility studies; strategic planning and budgeting; private and public phases; ethical responsibilities; staff, donor, volunteer, board, and trustee management; major gift solicitation; campaign communications; trend analysis; and evaluation. The course curriculum includes readings, case studies, guest speakers, and analysis of current capital campaign projects.",0
MET,AR,720,Marketing and Audience Development for the Arts,4,IN_PERSON,This course is designed to provide fundamental background in the theory and principles of arts marketing and audience development used by nonprofit performing and visual arts organizations. Case analysis will be employed to review strategies and practices currently used in the cultural sector. Students will be expected to develop their own marketing plans for an arts organization.,0
MET,AR,722,Educational Programming in Cultural Institutions,4,IN_PERSON,"This course will review the history, theory, and practice of educational programming and audience engagement in both museums and performing arts organizations. Emphasis will be on analysis of program design, implementation, and evaluation, teacher training, and creation of youth and adult learning programs.",0
MET,AR,730,Political and Public Advocacy for the Arts,4,IN_PERSON,"This course will address the politics of arts and culture through seminars with political and cultural leaders, class discussion, readings, and research. Students will develop advocacy campaign plans and analyze how cultural organizations interact with all levels of government.",0
MET,AR,740,Technology and Arts Administration,4,IN_PERSON,"The ever-evolving nature of computer technology presents opportunities and challenges in the work of arts administrators. This course will examine a range of technologies employed by arts organizations to improve their practice and extend their reach, including customer relations management, fundraising, collaboration management, ticketing, project management, and social media management. Students will examine emerging products and trends, interact with technology providers, engage in hands-on trials, and develop technology plans for specific organization scenarios.",0
MET,AR,750,Financial Management for Nonprofits,4,IN_PERSON,"Analyzes issues of accounting, finance, and economics in the context of the nonprofit organization. Stresses understanding financial statements, budget planning and control, cash flow analysis, and long term planning.",0
MET,AR,750,Financial Management for Nonprofits,4,ONLINE,"Analyzes issues of accounting, finance, and economics in the context of the nonprofit organization. Stresses understanding financial statements, budget planning and control, cash flow analysis, and long term planning.",0
MET,AR,751,Commercial Production: The Broadway Model,4,IN_PERSON,"This course will examine the process of developing commercial Broadway productions from 'page to stage.' Students will examine the selection process that producers follow to identify a piece or property. We will examine the entire production process, from securing the rights and options, to legal processes including investor relations and collective bargaining, to assembling a creative and production team. Students will have the opportunity to meet with several Broadway producers as guest speakers. Other topics covered may include securing a theater, residual and subsidiary income as well as domestic and international touring. The leadership role of the producer will be discussed at every stage of the journey.",0
MET,AR,752,Leadership and Entrepreneurship in the Commercial Performing Arts,4,IN_PERSON,"Leadership skills are required at all levels of an entertainment business. Students will examine aspects of leadership within multiple levels of these businesses. Students will be introduced to formal leadership skills and styles with the goal of examining a leader's ability to build a team, manage staff, ideas and projects using skills to 'manage up' and oversee, inspire and lead teams in their supervision. Given many leaders in arts and entertainment hold what are traditionally viewed as management positions, this course will compare and contrast the concepts of both management and leadership.

Through moderated discussions students will examine leadership in multiple levels of a variety representative enterprises. This will include the opportunity to learn from the leadership at the top of an organization and their support teams emphasizing the path leadership takes throughout a successful organization. Representative organizations may include commercial producing and/or presenting organizations, trade organizations, property owners and facility management, service providers or copyright / licensing management. The leadership skills and traits of successful producers and presenters are compared and contrasted in the context of workplace environments and organizational cultures.",0
MET,AR,753,Current Trends in the Performing Arts Industry,4,IN_PERSON,"Promoting a theatrical property extends beyond selling tickets to performances; be it a limited or open-ended engagement. Producers and artists continually seek new opportunities and environments for their properties. This requires strategic planning with a holistic view of an goals implementing a methodical process, of analyzing, decision-making and forecasting its business activity(s) to ensure future success.",0
MET,AR,754,Global Performing Arts Presenting,4,IN_PERSON,"This course focuses on core concepts that are involved with offering a theatrical property to the touring market and other commercial presenting environments such as cruise ships, casinos, resorts or public/private partnerships. Leaders of these businesses and entertainment organizations must present or produce artistically rewarding programs that align with their missions to attract, retain and grow audiences, while maintaining sustainable financial support. The course explores the assessment of a commercial artistic/entertainment property for the purpose of placing the property on Broadway, an international tour or other settings in which the property can be presented and monetized. The specific legal and licensing requirements to accomplish a variety of presenting models, such as ADA requirements, international visa requirements, content licensing, and financial models etc. will be explored with a strong focus on international engagements and viability.",0
MET,AR,766,Arts and the Community,4,IN_PERSON,"An analysis of issues that involve the engagement of cultural institutions with their immediate community. Includes examination of local arts centers, local arts councils, arts service organizations, agency/government relations, urban issues, multiculturalism, and festivals.",0
MET,AR,778,Legal Issues in Arts Administration,4,IN_PERSON,"Arts Administration Law is not a legal field; rather, it is a series of highly specialized legal analyses lying at the intersection of tax, intellectual property, employment, corporate law, and the law of non-profits that defines the legal status and issues of arts organizations. It is an interdisciplinary area, including all aspects of the law connected with art, artists (both performing and visual), performance and objects. Topics include: nonprofits and tax- exemption, contracts, copyright for performing and visual artists and artifacts, artists' moral rights, employment law, cultural heritage and the First Amendment. The course is taught using case studies and the case method applied to legal decisions, to which legal analytic frameworks will be applied. Prerequisite: MET AR690",0
MET,AR,781,Special Topics in Arts Administration,4,IN_PERSON,"AR781 is the designation for Special Topics in Computer Science. The subject matter for AR781 courses changes from semester to semester, and more than one AR781 can be offered in a given semester. Some of the offerings are listed below.

Arts Leadership in Times of Crisis -- The purpose of this course is to explore issues involved in managing an arts organization in a time of crisis, whether the crisis is due to external circumstances or internal dysfunction. Through a combination of case analysis, class discussion, and the insights of guest speakers from the local arts community, we will focus on how organizations can best prepare to survive a crisis situation. Specific topics will include crisis communications and PR, providing programming through alternative channels, human resource management, fundraising and financial impacts, and maintaining connections to the community.

Supporting Global Artists of Tomorrow -- Who will support the future Tamara de Lempicka, Steven McRae, Karin Chein, Susan Sontag, Elizabeth Diller, and Martin Kennedy? How would a local arts center, ballet, arts, or historical museum thrive? This course provides an overview of how philanthropy impacts arts, culture, and future artists in different parts of the world. Since every culture has its expressions of generosity, it results in diverse approaches throughout the globe. This course will examine how various big and small arts organizations use individual giving, community giving, and institutional giving. Drawing on contemporary texts and with input from experts around the globe, students will be engaged in a discussion about the types of philanthropic donors, clarity of mission, styles of management, and the role of organizational leadership around the world.",0
MET,AR,802,Internship in Arts Administration I,2,IN_PERSON,"This course provides provide guidance in identifying, securing, and preparing for your internship experience. There will be three class meetings that operate on a seminar model. Students will have the opportunity to discuss their plans and concerns as they begin the process of identifying an internship site and applying for internships. Class sessions will also include specific instructions on preparation of resumes, job-hunting techniques, effective presentation, and the like. There are two Saturday morning workshops, one devoted to resume preparation (required) and one on making effective presentations (optional but strongly recommended). Arts Administration degree students only.",0
MET,AR,803,Internship in Arts Administration II,2,IN_PERSON,"This course provides guidance to students as they undertake the internship experience. Students will meet individually with the instructor to report on their experience and receive feedback. Students will have the opportunity to share their experiences and 'lessons learned' with their classmates, and to provide advice and guidance to students who are in the planning stages of their own internships. Students may not register for MET AR 803, or begin their actual internship until they have completed a minimum of six of the ten required courses. Arts Administration degree students only.",0
MET,AT,602,Laboratory for Actuarial and Financial Data Analysis II,3,IN_PERSON,This course covers the usage of spreadsheet and database software in an insurance setting. The student will work on calculating premiums and analyzing loss metrics over the term while learning about the tools in Microsoft Excel and Access that help an actuary perform their analysis in a timely and accurate manner. Ten sessions.,0
MET,AT,721,Mathematics of Compound Interest,4,IN_PERSON,"This course develops uses of interest as it relates to the theory of finance. Students will gain an understanding of interest calculations related to financial instruments such as bonds, mortgages, annuities, and financial instruments with non-level payment schemes. The material covered in this course may help students prepare for SoA/CAS Exam FM. Prereq: MET MA 225.",0
MET,AT,722,Finance for Actuaries,4,IN_PERSON,"This course builds off of the topics covered in AT721 ('Mathematics of Compound Interest') by developing both basic and advanced models of corporate finance. Topics covered include net present value valuation, internal rate of return and profitability index models, capital budgeting models, and efficient market hypotheses. These tools will be used to understand and apply basic principles of option pricing theory, including the Black-Scholes formula with application to binomial lattice valuation. The material covered in this course may help students prepare for SoA/CAS Exam FM. Prereq: MET AT 721.",0
MET,AT,732,Actuarial Mathematics II,4,IN_PERSON,"This continues with the development of financial models first introduced in AT731 ('Actuarial Mathematics I'). Insurance Reserves are introduced, including methods for determining reserves, the impact of actuarial assumptions on the calculations, and the effect of real-world results that do not match those assumed. The expands on the material from AT731 by addressing multiple life and multiple decrement functions. The latter part of the course focuses on Multiple State/Markov Chains and pension mathematics. The material covered in this course may help students prepare for SoA Exam LTAM. Prereq: MET AT 731 or consent of instructor. Grad Prereq: MET AT 731 or consent of instructor.",0
MET,AT,741,Actuarial Statistics I,4,IN_PERSON,"This course provides students with the mathematical background to non-life models, such as medical and automobile insurance. Topics covered include severity loss models for claims and frequency models for occurrence of those claims. The severity and frequency models are then brought together, and aggregate models are addressee. During the semester, students are presented with modification to both severity and frequency models including deductibles and claims limits. The course emphasizes applications of statistical principles in actuarial models and modeling. The material covered in this course may help students prepare for SoA Exam STAM and CAS Exam MS II. Prereq: MET MA 582.",0
MET,AT,751,Individual Insurance Applications of Actuarial Principles,4,IN_PERSON,"This course covers the application of basic actuarial principles to individual life and annuity financial security systems. Material covered will include the purpose of these systems, the development of financial security products, risk classification, actuarial pricing assumptions, the calculation of product cash flows, the purpose of reserves and different reserve methods. Taxation, required capital, profit measurement, and reinsurance considerations will also be studied.",0
MET,AT,752,Group Insurance Applications of Actuarial Principles,4,IN_PERSON,"This course covers the application of basic actuarial principles to group life and group health financial security systems. Material covered will include the purpose of these systems, financial security product design and development, underwriting and risk management, premium determination, and the funding and valuation of group life and group health financial security systems. Group systems in the United States will be emphasized, but the course will also review the Canadian health system.",0
MET,AT,762,Mathematical Finance for Actuarial Science,4,IN_PERSON,"This course covers the analysis of derivative products and their use in insurance and risk management strategies. It covers selected aspects of rational valuation of derivative products like put-call parity, binomial option, and Black Scholes option pricing model. Prereq: MET MA 581 and MET AT 721.",0
MET,AT,782,Pension Mathematics and Mortality Tables,4,IN_PERSON,"Covers pension actuarial funding methods and the use of life contingencies. Included are analyses of actuarial funding methods under eight different models, the computations under each, and their uses in pension plans throughout the world. Mortality tables are discussed, including the development of tables under the Makeham mortality model and the use of existing mortality tables, the modification to reflect mortality improvement in each, and the reasons an actuary would or would not consider doing so. Alternative forms of pension payment are discussed. Prereq: (MET MA581 or CAS MA581) and MET AT721.",0
MET,AT,982,Internship in Actuarial Science II,4,IN_PERSON,"Offered to students who seek practical applications of actuarial principles in insurance companies, financial institutions, pension consulting firms, and other related fields. Requires students to participate in an internship program with industry. Students need to submit monthly progress reports and a final semester report to the Chair, Department of Actuarial Science at Boston University. Grad Prereq: MET AT722 and AT731 and cumulative GPA of 3.3 or higher and consent of instructor.
Note: Actual credits for this course vary.",0
MET,BI,105,Introductory Biology for Health Sciences (N),4,IN_PERSON,"Principles of biology: emphasis on cellular structure, heredity, development, and organic evolution. Intended for nonmajors as well as for those concentrating in the health and paramedical sciences. Laboratory course. Three hours lecture, two hours lab.",0
MET,BI,107,"Biology I: Evolution, Ecology, and Behavior",4,IN_PERSON,Assumes year of high school biology and chemistry. For premedical students and students who plan to concentrate in the natural sciences. Required of biology concentrators. It is recommended that MET CH 101 and CH 102 be taken prior to or concurrently with this sequence. Each course has three hours lecture and three hours lab.,0
MET,BI,203,Cell Biology (CM),4,IN_PERSON,"Principles of cellular organization and function: biological molecules, enzymes, bioenergetics, membranes, motility, regulatory mechanisms. Three hours lecture, one hour discussion. Prereq: MET BI 108 and MET CH 102.",0
MET,BI,211,Human Physiology (N),4,IN_PERSON,"Designed for non-biology majors. Introduction to physiology. Principles of physiology with special reference to humans. Laboratory course. Three hours lecture, three hours lab. Prereq: MET BI 105; or equivalent.",0
MET,BI,407,Animal Behavior (EBE),4,IN_PERSON,"Ethological approach to animal behavior, including humans; physiological, ontogenetic, and phylogenetic causes and adaptive significance of behavior within an evolutionary framework. Laboratory course. Three hours lecture, three hours lab. Prereq: MET BI 107; or equivalent.",0
MET,BI,491,Research in Biology,4,IN_PERSON,"Laboratory or field research projects in biology may be chosen under supervision of Department of Biology. Minimum 12 hours per week in laboratory or fieldwork, not including preparation or evaluation time. Both semesters of research may count toward concentration credit in biology if two semesters of work are completed. Prereq: senior standing, minimum GPA of 3.0 (B) in biology, consent of instructor, and approval of research outline by Department of Biology.
Note: Actual credits for this course vary.",0
MET,BI,492,Research in Biology,4,IN_PERSON,"Laboratory or field research projects in biology may be chosen under supervision of Department of Biology. Minimum 12 hours per week in laboratory or fieldwork, not including preparation or evaluation time. Both semesters of research may count toward concentration credit in biology if two semesters of work are completed. Prereq: senior standing, minimum GPA of 3.0 (B) in biology, consent of instructor, and approval of research outline by Department of Biology.
Note: Actual credits for this course vary.",0
MET,BI,566,Neurobiology of Consciousness,4,IN_PERSON,"Your brain is a bizarre device, set in place through natural selection of your ancestors and your own experience. One thing that clearly separates your brain from the brain of any other non-human animal is the propensity of your brain for imagination and creativity. In this class we will dive into the neuroscience of imagination: from neurons to memory to neurological control of novel conscious experiences. We will study what makes your brain unique and the selectional forces that shaped the brains of our ancestors. We will discuss what makes human language special and how it evolved. This interdisciplinary class is intended for paleoanthropologists who want to learn neuroscience, psychologists who are interested in the question of the origin of language, biologists who are interested in the uniqueness of the human mind, neuroscientists who want an exposure to paleoanthropology and linguistics, philosophers fascinated by neurological basis of behavior and other students interested in an understanding of the mind of a man and the evolution of the brain.",0
MET,CH,101,General Chemistry I (N),4,IN_PERSON,"For science concentrators, premedical students, and students in related fields. Stoichiometry, states of matter, acids and bases, equilibrium, and selected chemical systems. Laboratory course. Three hours lecture, one hour discussion, three hours lab per week, and one hour postlab discussion per week. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Quantitative Reasoning I. Prereq: two years of high school algebra.",0
MET,CH,102,General Chemistry II (N),4,IN_PERSON,"For science concentrators, premedical students, and students in related fields. Covers thermodynamics, atomic structure and bonding, electrochemistry, chemical kinetics, and selected chemical systems. Laboratory course. Three hours lecture, one hour discussion, three hours lab, and one hour postlab discussion per week. This course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Quantitative Reasoning I. Prereq: MET CH 101; or equivalent.",0
MET,CH,171,Principles of General Chemistry (N),4,IN_PERSON,"Introduction to chemistry: separation and purification of matter, atomic theory, structure of atoms, molecules and chemical bonding, chemical formulas, equations, stoichiometry; water, solutions, concentration, acids, bases, pH and buffers; gases; reaction kinetics and equilibrium, and radioactivity. Three hours lecture, one hour discussion, one hour prelab lecture, and three hours lab. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Quantitative Reasoning I.",0
MET,CH,203,Organic Chemistry I,4,IN_PERSON,"Fundamentals of contemporary organic chemistry, including skeletal and electronic structure, stereochemistry, and reactions of important functional groups. Applications of organic reactions to important synthetic targets in materials and drug discovery will be highlighted, as will reactions pertinent to biochemistry. Laboratory includes training in basic organic chemistry skills, such as extraction, reaction performance, spectroscopy interpretation and chromatography. Effective Fall 2019, this course fulfills a single unit in each of the following BU Hub areas: Scientific Inquiry I, Quantitative Reasoning I. Prereq: MET CH 102; or equivalent.",0
MET,CH,351,Physical Chemistry I,4,IN_PERSON,"Quantum Theory, atomic and molecular structure, molecular spectroscopy, statistical mechanics, solid state chemistry. Three hours lecture, one hour discussion. Prereq: MET CH 102 or CAS CH 102 ; CAS CH 108 or CAS CH 110 or CAS CH 112 ; MET PY 211 ; MET MA 124. Coreq: MET PY 212 and MET MA 225.",0
MET,CH,373,Principles of Biochemistry,4,IN_PERSON,"Introductory biochemistry focusing on structure/function with applications to medicine, nutrition, and biotechnology, including acid/base chemistry, protein structure, enzyme mechanisms, thermodynamics, and kinetics; nucleic acid structure/function, lipids and carbohydrates; bioenergetics of glycolysis and oxidative energy metabolism; lipid and nitrogen metabolism. Three hours lecture, one hour discussion. Prereq: BI 105 or BI 108; and CH 204 or CH 174; or equivalent.",0
MET,CH,421,Biochemistry I,4,IN_PERSON,"Introductory biochemistry. Protein structure and folding, enzyme mechanisms, kinetics, and allostery; nucleic acid structure; lipids and membrane structure; bioenergetics; vitamins and coenzymes; introduction to intermediary metabolism. Students must register for two sections: lecture and laboratory. Meets with CAS CH 421. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Quantitative Reasoning II, Critical Thinking. Prereq: CAS CH 204, CH 212, CH 214, or CH 282.",0
MET,CJ,101,Principles of Criminal Justice,4,IN_PERSON,"This course provides a comprehensive overview of the criminal justice system (law enforcement, the courts, and corrections) while developing students' critical thinking skills. In addition to class lectures, the course provides multiple venues for learning, to include group activities, guest lectures, a prison tour, and carefully selected films that highlight some of the most contentious issues in criminal justice today.",0
MET,CJ,251,Police and Society,4,IN_PERSON,"This course provides a foundation for understanding the implications of policing in the United States. The course examines the historical development of policing in the U.S., the role of police in our society, police organizations and decision-making, policing strategies, as well as issues of authority and accountability. Throughout the course, several contemporary issues and controversies facing the police will be discussed including: police discrimination, police use of force practices, and other special topics.",0
MET,CJ,271,"Corrections: Concepts, Systems, and Issues",4,IN_PERSON,"This course provides an overview of models of punishment and rehabilitation from the perspectives of the humanities and social sciences, including a review of correctional practices and procedures, institutional treatment, probation, parole, prison conditions, programs for juveniles, and comparative systems. Correction administration topics are covered including personnel, legal, operating practices, overcrowding, and planning.",0
MET,CJ,351,Criminal Law,4,IN_PERSON,"Theory and practice of criminal law, including sanctions, individual liability, limitations on state action, criminal and victim rights, evidence, defense, deterrence, mandatory sentencing, decriminalization, intent, entrapment, vagueness, and capital punishment. Case studies of recent court decisions.",0
MET,CJ,510,Special Topics in Criminal Justice,4,IN_PERSON,"CJ510 is the designation for Special Topics in Criminal Justice. The subject matter for CJ510 courses changes from semester to semester, and more than one CJ510 can be offered in a given semester. Some of the offerings are listed below. For course descriptions, please contact the Department or the Graduate Student Advisor, Professor Cronin, at swcronin@bu.edu.

Crime and Intelligence -- Crime and Intelligence will examine how major city law enforcement agencies have prioritized the importance of intelligence in their day to day operations. Students will learn about the role of the Crime Analyst and how they provide both tactical and strategic advantages to Department leadership to help them make informed decisions. There will be time focused on new innovations like Real Time Crime Centers and it's use of technology to give street officers an advantage at crime scenes. The class will learn about the National Fusion Center Network that was created post 9-11 to allow local police to share information with each other as well as with Federal Agencies to avoid another major terrorist attack. Instructors and guest speakers will be former and current practitioners who've implemented and executed intelligence operations locally and nationally.",0
MET,CJ,570,Criminology and Crime Policy,4,IN_PERSON,"This course explores potential answers to complex and important questions about criminal behavior by drawing on the social science of criminology. Criminology is the interdisciplinary study of the development of law, criminal phenomena and societal responses to crime. The course has two primary focuses: 1) to explore and evaluate major explanations or theories of crime and 2) understand and evaluate the policy implications of major crime problems. Because criminology is interdisciplinary, students will examine theories that are grounded in a range of academic perspectives, including sociological, biological, political, psychological and economic explanations for crime. These theories will be centered on important public policy debates about a host of contemporary problems, including: firearm violence, high post- incarceration recidivism, opioid use disorder crisis and human trafficking. Course lectures and discussions focus on the historical development of the theories, their major assumptions and propositions, their relevance for public policy and practice. As the course progresses through each explanation for crime, students will have the opportunity to critically evaluate the validity of different explanations for crime as well as criminal justice policies and practices that they support.",0
MET,CJ,570,Criminology and Crime Policy,4,ONLINE,"This course explores potential answers to complex and important questions about criminal behavior by drawing on the social science of criminology. Criminology is the interdisciplinary study of the development of law, criminal phenomena and societal responses to crime. The course has two primary focuses: 1) to explore and evaluate major explanations or theories of crime and 2) understand and evaluate the policy implications of major crime problems. Because criminology is interdisciplinary, students will examine theories that are grounded in a range of academic perspectives, including sociological, biological, political, psychological and economic explanations for crime. These theories will be centered on important public policy debates about a host of contemporary problems, including: firearm violence, high post- incarceration recidivism, opioid use disorder crisis and human trafficking. Course lectures and discussions focus on the historical development of the theories, their major assumptions and propositions, their relevance for public policy and practice. As the course progresses through each explanation for crime, students will have the opportunity to critically evaluate the validity of different explanations for crime as well as criminal justice policies and practices that they support.",0
MET,CJ,571,Criminal Justice Administration and Ethics,4,IN_PERSON,"This course will introduce students to the concepts of criminal justice administration and ethics. Students will learn about: the management of justice organizations in the United States, and the various debates as to how best to carry out crime control. Topics covered include: organizational theory and structure, professional ethics, leadership and management styles, organizational deviance and socialization, employee motivation, and management responses to stress and burnout. The course is designed to help students understand the characteristics of effective leadership and policy implementation in the field of criminal justice. Students will also have the opportunity to analyze ethical dilemmas commonly confronted in criminal justice work.",0
MET,CJ,571,Criminal Justice Administration and Ethics,4,ONLINE,"This course will introduce students to the concepts of criminal justice administration and ethics. Students will learn about: the management of justice organizations in the United States, and the various debates as to how best to carry out crime control. Topics covered include: organizational theory and structure, professional ethics, leadership and management styles, organizational deviance and socialization, employee motivation, and management responses to stress and burnout. The course is designed to help students understand the characteristics of effective leadership and policy implementation in the field of criminal justice. Students will also have the opportunity to analyze ethical dilemmas commonly confronted in criminal justice work.",0
MET,CJ,590,Research and Evaluation Methods,4,IN_PERSON,"The skills used in research method have become central to many positions within criminal justice administration and related areas. Not only are professionals required to understand and critically evaluate the program and policy science in their field to make decisions, they often employ methodological skills in program and policy development, implementation, management and assessment. This course takes students through the research process from question development to administration and reporting. It emphasizes applied research situations and settings and specifically program evaluation and assessment. After examining various research design models, the course focuses on specific techniques that inform both quantitative and qualitative evaluation studies. These include sampling procedures, survey design, interview techniques, participant observation and case studies and process evaluations.",0
MET,CJ,590,Research and Evaluation Methods,4,ONLINE,"The skills used in research method have become central to many positions within criminal justice administration and related areas. Not only are professionals required to understand and critically evaluate the program and policy science in their field to make decisions, they often employ methodological skills in program and policy development, implementation, management and assessment. This course takes students through the research process from question development to administration and reporting. It emphasizes applied research situations and settings and specifically program evaluation and assessment. After examining various research design models, the course focuses on specific techniques that inform both quantitative and qualitative evaluation studies. These include sampling procedures, survey design, interview techniques, participant observation and case studies and process evaluations.",0
MET,CJ,591,Applied Analytical Methods,4,ONLINE,"Evidence-based and data-driven approaches to crime problems are the industry standard among criminal justice agencies and non-governmental organizations. This course will cover a variety of statistical 'tools' from three broad areas: (1) descriptive statistics, (2) inferential statistics and hypothesis testing, and (3) measures of association. Students will learn how to develop research questions, describe and draw conclusions from quantitative data, and interpret statistical research findings, and be able to present these findings to a variety of audiences in a clear and accurate way -- to be able to 'tell a story' with numbers. In addition, students will develop a proficiency working with large data sets and conducting analysis with a critical lens, using the analytical software -- Statistical Package for the Social Sciences (SPSS) -- commonly used in criminal justice and related fields.",0
MET,CJ,610,Cybercrime,4,IN_PERSON,"This course is designed to help students understand and apply the nature of computer crime in the criminal justice field. Several theories (both micro-level and macro-level) will be presented and will be analyzed in depth and applied to computer crime cases both past and present. Students will see how major theories have been re-developed to be applied to computer crime, and by using these theories, students will both develop and explore different strategies for future law enforcement. Students will be presented with common types of fraudulent schemes, as well as several laws that have been enacted and developed specifically for computer crime. In addition, causes, victimization, legal issues, control strategies, and societal costs regarding the 'computer-crime' problem will be explored and evaluated.",0
MET,CJ,610,Cybercrime,4,ONLINE,"This course is designed to help students understand and apply the nature of computer crime in the criminal justice field. Several theories (both micro-level and macro-level) will be presented and will be analyzed in depth and applied to computer crime cases both past and present. Students will see how major theories have been re-developed to be applied to computer crime, and by using these theories, students will both develop and explore different strategies for future law enforcement. Students will be presented with common types of fraudulent schemes, as well as several laws that have been enacted and developed specifically for computer crime. In addition, causes, victimization, legal issues, control strategies, and societal costs regarding the 'computer-crime' problem will be explored and evaluated.",0
MET,CJ,612,Crime and Intelligence Analysis,4,IN_PERSON,"Contemporary law enforcement agencies regularly employ crime and intelligence analysis to develop and inform effective responses to crime. This course provides an in-depth examination of crime and intelligence analysis techniques. It also explores the role of the crime and intelligence analyst within law enforcement organizations and processes, the historical evolution of this approach, key legal and policy issues, and challenges to implementation. Students have the opportunity to apply these skills to case study simulations involving an array of common crime problems and cases using real-world examples and sources of information.",0
MET,CJ,612,Crime and Intelligence Analysis,4,ONLINE,"Contemporary law enforcement agencies regularly employ crime and intelligence analysis to develop and inform effective responses to crime. This course provides an in-depth examination of crime and intelligence analysis techniques. It also explores the role of the crime and intelligence analyst within law enforcement organizations and processes, the historical evolution of this approach, key legal and policy issues, and challenges to implementation. Students have the opportunity to apply these skills to case study simulations involving an array of common crime problems and cases using real-world examples and sources of information.",0
MET,CJ,632,White-Collar Crime,4,ONLINE,"The purpose of this course is to examine the nature and extent of corporate and white-collar crime, including detection, deterrence, and criminal liability sanctions, as well as, the social and legal changes related to corporate illegality. Students will use case materials which address securities fraud, money 'laundering', professional deviance, and political corruption, in addition to other topics. Students will also analyze policy responses including RICO and other laws, regulations and court processing.",0
MET,CJ,710,Applied Digital Forensic Investigation,4,ONLINE,"This course is designed to engage students in conducting successful forensic examinations of digital devices and computer networks with hands-on-experience within the Virtual Security Lab. The course introduces EnCase forensic software, which has received a high acceptance rate in a court of law as an expert witness. The course covers various cybercrime topics and digital forensic investigation practices using digital evidence samples. In the process of learning, students will explore the nature of specific cybercrime and be able to successfully analyze and document the digital evidence related to the crime. eLive Offering. ",0
MET,CJ,711,Criminal Justice Policy and Planning,4,ONLINE,"This course will introduce you to the concepts of criminal justice policy and planning. You will be introduced to two major theories of planning and apply them to criminal justice settings. Additionally, you will learn the techniques for analyzing problems, developing programs and policies resulting from problem analysis, along with program and policy monitoring and evaluation.",0
MET,CJ,720,Trauma and Crisis Intervention,4,ONLINE,"Trauma and Crisis Intervention examines the psychological impact of trauma on individuals and society. This course will address the important role trauma plays in criminal justice settings, providing a practical understanding of trauma and trauma informed care. This understanding will serve to benefit practitioners in this field. The course will cover key issues in trauma and crisis intervention, addressing both theory and practice. The course examines the social, cultural and political environments in which trauma, trauma research and treatment occur. This course provides an introduction and overview of the field of traumatic stress studies including the nature of trauma, responses to trauma and treatment for disorders of traumatic stress. A variety of traumas will be examined (childhood abuse and neglect, ongoing and complex trauma, interpersonal trauma, international trauma, etc.) In addition, trauma will be explored in a variety of contexts. Students will gain an understanding of the impact of trauma and crisis intervention both within the United States as well as globally. The capacity to foster resilience in survivors as well as the importance of self-care in reducing vicarious trauma will be stressed.

This course is designed to provide an understanding of trauma and crisis response for students who may work in a variety of criminal justice settings. The course will be geared toward and benefit both mental health practitioners as well as those working in law enforcement and correctional settings. The field of criminal justice more generally is clearly moving toward recognition of the importance of trauma informed care and services. The course will address trauma theory and practice in a practical way. The course will be interactive in nature and derive course work and material from real world examples.",0
MET,CM,707,Writing for Media Professionals,4,IN_PERSON,"Introduction to basic formats, including news releases, editorials, features, profiles, scripts, and basic copy qualities such as readability, clarity, crispness, color, and organization. Emphasis on developing the ability to write copy for varied audiences. Regular writing assignments; considerable rewriting. Includes lead writing, editing, and interviewing.",0
MET,CM,708,Principles and Practices of Advertising,4,IN_PERSON,"Overview of the nature, function, practice, and social, economic, and behavioral aspects of advertising. Student teams develop advertising plans, create campaigns, and explore problems of account management, creativity, production, and ethics.",0
